-530.769226,199.038467,690.000000
-482.355774,183.173080,635.000000
-522.000000,200.769241,696.000000
-473.105774,184.326935,639.000000
-573.653870,226.442322,785.000000
-433.413483,173.365387,601.000000
-458.942322,186.057693,645.000000
-422.557709,173.653854,602.000000
-447.923096,186.634628,647.000000
-441.019226,186.346161,646.000000
-432.788483,185.480774,643.000000
-398.076935,173.076935,600.000000
-419.115387,184.903854,641.000000
-405.221161,181.442322,629.000000
-399.807709,181.730774,630.000000
-327.500000,151.153854,524.000000
-363.692322,170.480774,591.000000
-348.317322,165.865387,575.000000
-318.942322,154.326935,535.000000
-367.759613,180.865387,627.000000
-348.461548,174.230774,604.000000
-318.259613,161.826935,561.000000
-316.211548,163.557693,567.000000
-282.259613,148.557693,515.000000
-302.615387,162.115387,562.000000
-297.740387,162.403854,563.000000
-307.384613,170.769241,592.000000
-300.163483,169.903854,589.000000
-269.500000,155.480774,539.000000
-294.230774,173.076935,600.000000
-259.134613,155.480774,539.000000
-267.615387,163.846161,568.000000
-261.230774,163.269241,566.000000
-243.586548,155.480774,539.000000
-241.942307,157.788467,547.000000
-232.355774,154.903854,537.000000
-244.961548,167.019241,579.000000
-241.048080,168.173080,583.000000
-230.596161,164.711548,571.000000
-208.548080,152.596161,529.000000
-223.461548,167.596161,581.000000
-201.750000,155.192307,538.000000
-198.769241,156.923080,544.000000
-191.759628,155.480774,539.000000
-183.115387,152.596161,529.000000
-161.201935,138.173080,479.000000
-174.576935,154.038467,534.000000
-186.894241,169.903854,589.000000
-176.615387,165.576935,574.000000
-156.788467,151.730774,526.000000
-163.846161,163.846161,568.000000
-156.153854,161.538467,560.000000
-159.115387,170.480774,591.000000
-136.817307,152.019241,527.000000
-136.750000,157.788467,547.000000
-116.346161,139.615387,484.000000
-126.461548,158.076935,548.000000
-113.009621,147.403854,511.000000
-127.346161,173.653854,602.000000
-110.653854,158.076935,548.000000
-94.807701,142.211548,493.000000
-93.903854,148.269241,514.000000
-86.538467,144.230774,500.000000
-87.615387,154.615387,536.000000
-87.846161,164.711548,571.000000
-72.692314,145.384628,504.000000
-69.057701,147.980774,513.000000
-64.250008,148.269241,514.000000
-59.653851,149.134628,517.000000
-57.221161,156.057693,541.000000
-48.653851,145.961548,506.000000
-43.961544,146.538467,508.000000
-38.923084,145.961548,506.000000
-33.519238,143.653854,498.000000
-30.865391,154.326935,535.000000
-25.000006,150.000000,520.000000
-19.461544,145.961548,506.000000
-13.269236,132.692307,460.000000
-9.884622,148.269241,514.000000
-4.769237,143.076935,496.000000
-0.000006,150.000000,520.000000
5.076917,152.307693,528.000000
9.557687,143.365387,497.000000
13.730763,137.307693,476.000000
18.807686,141.057693,489.000000
22.307688,133.846161,464.000000
32.999992,165.000000,572.000000
32.442303,139.038467,482.000000
38.384609,143.942307,499.000000
41.884609,139.615387,484.000000
44.999996,135.000000,468.000000
43.048073,117.403854,407.000000
57.692303,144.230774,500.000000
60.374996,139.326935,483.000000
69.192299,148.269241,514.000000
70.528839,141.057693,489.000000
78.615379,147.403854,511.000000
75.355766,132.980774,461.000000
85.673073,142.788467,495.000000
96.644226,152.596161,529.000000
95.576920,143.365387,497.000000
93.692299,133.846161,464.000000
88.423073,120.576927,418.000000
108.807686,141.923080,492.000000
116.076920,145.096161,503.000000
98.557686,118.269234,410.000000
123.249992,142.211548,493.000000
131.105759,145.673080,505.000000
127.615379,136.730774,474.000000
130.500000,135.000000,468.000000
139.038452,139.038467,482.000000
141.586533,137.019241,475.000000
146.461533,137.307693,476.000000
151.673065,137.884628,478.000000
154.634613,136.442307,473.000000
142.019226,121.730774,422.000000
160.269226,133.557693,463.000000
152.269226,123.461540,428.000000
173.557693,137.019241,475.000000
157.125000,120.865387,419.000000
161.923065,121.442314,421.000000
165.182693,120.865387,419.000000
198.692307,141.923080,492.000000
166.211533,115.961540,402.000000
167.538452,114.230774,396.000000
171.778839,114.519234,397.000000
218.057693,142.211548,493.000000
209.240372,133.557693,463.000000
185.076920,115.673080,401.000000
190.346146,116.538467,404.000000
193.750000,116.250008,403.000000
227.538452,133.846161,464.000000
230.500000,132.980774,461.000000
200.788452,113.653854,394.000000
218.076920,121.153854,420.000000
222.644226,121.442314,421.000000
215.384613,115.384621,400.000000
222.519226,117.115387,406.000000
238.134613,123.173080,427.000000
267.769226,136.153854,472.000000
240.000000,120.000008,416.000000
239.307693,117.692314,408.000000
251.576920,121.730774,422.000000
248.365387,118.269234,410.000000
253.538452,118.846161,412.000000
256.250000,118.269234,410.000000
244.961533,111.346161,386.000000
317.605774,142.211548,493.000000
303.384613,133.846161,464.000000
317.798065,138.173080,479.000000
273.942291,117.403854,407.000000
320.182678,135.288467,469.000000
289.384613,120.576927,418.000000
346.048065,142.211548,493.000000
286.750000,116.250008,403.000000
307.211548,122.884621,426.000000
307.653839,121.442314,421.000000
348.721161,135.865387,471.000000
350.250000,134.711548,467.000000
301.567291,114.519234,397.000000
-596.153870,216.105774,775.000000
-510.461548,187.384628,672.000000
-538.500000,200.211548,718.000000
-513.086548,193.240387,693.000000
-464.769226,177.346161,636.000000
-464.423096,179.576935,644.000000
-509.461548,199.653854,716.000000
-480.115387,190.730774,684.000000
-479.769226,193.240387,693.000000
-430.096161,175.673080,630.000000
-466.442322,193.240387,693.000000
-405.375000,170.375000,611.000000
-425.000000,181.250000,650.000000
-411.019226,177.903854,638.000000
-408.692322,179.576935,644.000000
-363.125000,162.009628,581.000000
-396.307709,179.576935,644.000000
-386.480774,177.903854,638.000000
-386.903839,180.971161,649.000000
-342.538483,162.846161,584.000000
-376.730774,182.086548,653.000000
-362.509613,178.182693,639.000000
-355.250000,177.625000,637.000000
-310.759613,158.105774,567.000000
-330.615387,171.211548,614.000000
-316.778839,167.028854,599.000000
-304.788483,163.682693,587.000000
-322.586548,176.509628,633.000000
-308.000000,171.769241,616.000000
-278.538483,158.384628,568.000000
-302.403839,175.394241,629.000000
-294.471161,174.278854,625.000000
-275.538483,166.471161,597.000000
-273.413483,168.701935,605.000000
-264.057709,166.471161,597.000000
-257.451935,165.913467,595.000000
-260.192322,171.490387,615.000000
-244.355774,164.798080,591.000000
-243.923080,168.423080,604.000000
-235.355774,166.471161,597.000000
-223.846161,162.288467,582.000000
-222.750000,165.634628,594.000000
-222.153854,169.538467,608.000000
-204.567322,160.336548,575.000000
-197.653854,159.221161,571.000000
-190.144241,157.548080,565.000000
-191.903854,163.682693,587.000000
-169.442307,148.903854,534.000000
-190.153854,172.326935,618.000000
-179.740387,168.144241,603.000000
-171.923080,166.192322,596.000000
-165.913467,165.913467,595.000000
-154.269241,159.778854,573.000000
-153.692322,165.076935,592.000000
-152.250000,169.817322,609.000000
-146.153854,169.538467,608.000000
-129.461548,156.432693,561.000000
-121.192314,152.807693,548.000000
-120.576927,158.942322,570.000000
-115.903854,160.057693,574.000000
-111.153854,161.173080,578.000000
-98.105774,149.740387,537.000000
-100.557701,162.009628,581.000000
-88.923080,151.692307,544.000000
-90.000008,163.125000,585.000000
-77.740395,150.298080,539.000000
-73.096161,151.413467,543.000000
-71.250008,158.942322,570.000000
-63.115391,152.528854,547.000000
-62.615391,165.076935,592.000000
-57.788467,167.586548,601.000000
-46.990391,151.413467,543.000000
-38.923084,141.096161,506.000000
-37.961544,157.269241,564.000000
-32.884621,158.942322,570.000000
