-660.000000,247.500015,858.000000
-648.711548,246.346161,854.000000
-637.500000,245.192322,850.000000
-620.442322,241.730774,838.000000
-637.961548,251.826935,873.000000
-616.586548,246.634628,855.000000
-632.557678,256.442322,889.000000
-583.298096,239.711548,831.000000
-624.461548,260.192322,902.000000
-589.163452,248.942322,863.000000
-592.980774,254.134628,881.000000
-552.663452,240.288467,833.000000
-612.653870,270.288483,937.000000
-555.971191,248.942322,863.000000
-561.634644,255.288467,885.000000
-542.500000,250.384628,868.000000
-532.923096,249.807709,866.000000
-528.836548,251.826935,873.000000
-521.634644,252.403854,875.000000
-513.221191,252.403854,875.000000
-512.884644,256.442322,889.000000
-490.153870,249.230774,864.000000
-507.500000,262.500000,910.000000
-474.634613,249.807709,866.000000
-483.538483,259.038483,898.000000
-470.144226,256.442322,889.000000
-453.807709,252.115402,874.000000
-458.653870,259.615387,900.000000
-461.000000,265.961548,922.000000
-446.250000,262.500000,910.000000
-450.480774,270.288483,937.000000
-448.067322,274.326935,951.000000
-448.615387,280.384613,972.000000
-412.153870,263.076935,912.000000
-421.961548,275.192322,954.000000
-393.750000,262.500000,910.000000
-413.769257,282.115387,978.000000
-387.413483,270.288483,937.000000
-384.057709,274.326935,951.000000
-367.028870,268.557709,931.000000
-362.307709,271.730774,942.000000
-360.375000,277.211548,961.000000
-358.807709,283.269257,982.000000
-335.490387,272.019257,943.000000
-330.230774,275.192322,954.000000
-313.990387,269.134613,933.000000
-316.461548,279.230774,968.000000
-294.778870,267.980774,929.000000
-300.307709,281.538483,976.000000
-294.798096,285.288483,989.000000
-281.826935,281.826935,977.000000
-269.644257,278.942322,967.000000
-260.076935,278.653870,966.000000
-250.269241,278.076935,964.000000
-247.000015,285.000000,988.000000
-234.375015,281.250000,975.000000
-220.384628,275.480774,955.000000
-228.894241,298.557709,1035.000000
-210.692322,287.307709,996.000000
-187.788467,268.269257,930.000000
-197.500015,296.250000,1027.000000
-191.826935,302.884613,1050.000000
-174.115402,290.192322,1006.000000
-170.326935,300.576935,1042.000000
-157.076935,294.519257,1021.000000
-142.211548,284.423096,986.000000
-134.076935,287.307709,996.000000
-123.500008,285.000000,988.000000
-108.807701,272.019257,943.000000
-103.336548,281.826935,977.000000
-93.846169,281.538483,976.000000
-79.615395,265.384613,920.000000
-75.307701,282.403870,979.000000
-61.990395,265.673096,921.000000
-53.826935,269.134613,933.000000
-43.125011,258.750000,897.000000
-34.307701,257.307709,892.000000
-24.346163,243.461548,844.000000
-16.500010,247.500015,858.000000
-8.625010,258.750000,897.000000
-0.000011,265.096161,919.000000
8.134605,244.038467,846.000000
15.826914,237.403854,823.000000
